,dataset,model,max_accuracy,mean_accuracy,std_accuracy
45,RAVDESS,WAV2VEC2_LARGE,70.99999785423279,"[55.83333373 62.99999952 60.16666591 61.16666794 58.16666484 60.83333492
 61.33333147 60.16666889 61.66666746 62.33333349 62.16666698 64.16666806
 62.99999952 65.0000006  66.50000215 67.33333468 69.16666627 67.00000167
 67.99999774 68.66666675 66.49999917 66.83333516 66.33333564 65.0000006
 63.49999905]","[1.16666555 1.99999809 1.83333457 0.16666651 0.16666651 0.83333254
 2.00000107 0.49999952 0.66666603 1.99999809 1.16666555 2.16666758
 0.33333302 2.33333409 0.49999952 0.99999905 1.83333158 1.33333206
 3.00000012 0.33333302 1.50000155 0.16666651 0.66666603 0.66666901
 1.49999857]"
46,RAVDESS,WAV2VEC2_LARGE_XLSR,76.66666507720947,"[47.83333391 62.66666651 61.83333099 60.83333492 63.83333504 65.66666663
 65.83333313 65.1666671  68.99999976 72.8333354  70.3333348  74.00000095
 72.3333329  73.16666543 75.         72.99999893 71.66666687 73.33333194
 75.16666651 75.16666651 72.83333242 69.50000226 56.99999928 51.16666555
 46.99999988]","[1.83333308 4.66666818 3.49999964 0.83333254 3.49999964 3.66666615
 1.50000155 1.50000155 2.33333111 0.49999952 3.66666615 1.33333206
 1.33333504 1.50000155 1.66666508 1.66666806 2.00000107 2.00000107
 0.83333254 1.16666555 2.5000006  3.49999964 1.99999809 1.83333158
 3.00000012]"
47,RAVDESS,WAV2VEC2_LARGE_XLSR300M,76.33333206176758,"[49.16666597 52.49999911 57.49999881 61.16666794 61.83333397 60.83333492
 65.0000006  64.00000155 65.83333313 67.3333317  68.33333373 68.83333325
 66.16666615 73.16666543 72.66666591 73.33333492 66.16666615 75.33333302
 73.16666842 75.16666651 73.00000191 70.66666484 73.00000191 72.83333242
 70.3333348 ]","[2.49999911 5.49999923 5.1666677  1.16666555 0.16666651 1.16666555
 4.33333218 3.99999917 1.50000155 2.00000107 0.99999905 1.49999857
 2.16666758 2.16666758 2.00000107 0.66666603 1.83333457 0.66666603
 0.16666651 0.16666651 0.33333302 0.33333302 0.         3.49999964
 1.66666806]"
48,ShEMO,HUBERT_ASR_LARGE,94.08602118492126,"[85.61828136 89.65053558 90.45698941 91.66666865 92.33871102 91.39784873
 92.33871102 92.74193645 92.20430255 93.01075339 92.60752797 93.41397882
 91.66666567 91.80107713 92.06989408 91.80107713 92.06989408 92.4731195
 92.87634492 92.4731195  91.9354856  92.60752797 91.26344323 91.66666865
 91.66666865]","[1.20967627 0.94085932 0.67204535 0.5376339  0.13440847 0.80645382
 0.40322542 0.26881695 0.26881695 0.         0.13440847 0.13440847
 1.07527077 0.13440847 0.40322542 0.67204237 0.13440847 0.26881695
 0.40322542 0.5376339  0.         1.47849321 0.40322542 0.
 0.26881695]"
49,ShEMO,HUBERT_BASE,90.86021780967712,"[87.5        87.5        88.17204237 88.97849321 88.84408474 88.84408474
 89.51612711 89.24731016 90.45698941 89.51612711 88.84408474 89.78494406
 88.57526779]","[0.67204237 0.13440847 0.26881695 0.5376339  0.67204237 0.40322542
 0.80645084 0.5376339  0.4032284  0.80645084 0.67204237 0.
 0.67204237]"
50,ShEMO,HUBERT_LARGE,94.35483813285828,"[86.69354916 89.24731016 90.72580636 90.72580636 91.53226018 91.9354856
 92.06989408 91.12903178 92.4731195  91.80107713 92.20430255 91.66666865
 91.80107713 90.32258093 91.80107713 93.68279576 93.01075339 91.53226018
 92.60752797 91.5322572  91.66666865 91.53226018 91.26344323 91.9354856
 91.9354856 ]","[1.20967627 0.80645084 0.9408623  0.4032284  0.40322542 0.5376339
 0.67204237 0.53763688 0.80645084 0.40322542 0.5376339  0.26881695
 0.94085932 0.80645382 0.67204237 0.67204237 0.26881695 0.40322542
 0.13440847 1.20967925 0.80645084 0.67204237 0.40322542 0.
 0.26881695]"
51,ShEMO,WAV2VEC2_ASR_LARGE_960H,93.01075339317322,"[87.36559153 90.05376101 90.05376101 90.32258093 90.59139788 92.4731195
 90.18817246 90.45698941 90.72580636 91.26344323 91.12903476 91.66666865
 90.9946233  90.99462628 91.26344323 90.59139788 89.38171864 90.45698941
 89.78494406 89.51612711 90.05376101 89.91935253 89.51612711 90.99462628
 89.78494704]","[0.26881695 0.         0.26881695 0.53763688 1.07527077 0.5376339
 1.47849619 0.4032284  0.4032284  0.13440847 0.26881695 0.26881695
 0.67204535 0.13440847 0.13440847 0.53763688 0.13440847 0.4032284
 0.5376339  0.         0.5376339  0.67204237 0.         0.13440847
 1.07527077]"
52,ShEMO,WAV2VEC2_BASE,91.66666865348816,"[88.84408474 89.91935253 89.51612711 90.32258093 90.32257795 90.86021483
 91.12903476 90.59139788 90.32258093 90.59139788 89.91935551 90.32258093
 90.18817246]","[0.40322542 0.40322542 1.07526779 0.53763688 0.26881695 0.80645382
 0.26881695 0.80645382 0.53763688 0.26881993 0.9408623  0.80645382
 0.67204535]"
53,ShEMO,WAV2VEC2_LARGE,92.4731194972992,"[86.69354916 88.97849321 91.12903476 90.32257795 89.51612711 90.72580636
 91.26344323 92.06989408 91.80107713 92.06989408 91.66666865 91.66666865
 90.32258093 90.72580636 91.39784873 89.91935253 90.59139788 89.78494406
 88.84408474 90.05376101 90.05376101 89.65053558 90.32257795 89.51612711
 90.32257795]","[0.13440847 1.34408474 0.26881695 0.         0.80645084 0.13441145
 0.13440847 0.40322542 0.13440847 0.13440847 0.         0.
 1.07527077 0.9408623  0.80645382 0.67204237 0.26881993 0.
 0.67204237 0.         0.26881695 0.40322542 0.         1.07526779
 0.26881695]"
54,ShEMO,WAV2VEC2_LARGE_XLSR,95.16128897666931,"[87.09677458 90.32257795 90.45698643 91.9354856  91.12903178 92.60752797
 92.4731195  92.87634492 93.01075339 92.74193645 92.87634492 92.33871102
 92.74193645 92.87634492 94.08602118 92.74193645 93.68279576 93.14516187
 93.01075339 92.87634492 91.80107415 93.54838729 86.29032373 83.19892287
 79.43548262]","[0.5376339  0.         0.13440847 0.         0.53763688 0.13440847
 0.5376339  0.40322542 0.26881695 0.5376339  0.13440847 1.20967627
 0.         0.13440847 1.07526779 0.         0.40322542 0.13440847
 0.26881695 0.13440847 1.47849619 0.5376339  1.07526779 0.13440847
 2.28494704]"
55,ShEMO,WAV2VEC2_LARGE_XLSR300M,94.62365508079529,"[85.48387289 90.72580636 90.86021483 90.5913949  90.9946233  92.33871102
 91.80107713 91.80107713 92.4731195  92.4731195  92.4731195  92.74193645
 91.9354856  92.60752797 93.14516187 92.4731195  92.87634492 93.81720424
 93.68279576 93.27957034 92.74193645 93.81720424 94.48924661 93.27957034
 93.01075339]","[0.80645084 0.4032284  0.53763688 0.         0.4032284  0.40322542
 0.13440847 0.67204237 0.26881695 0.         0.5376339  0.80645084
 0.26881695 0.13440847 0.40322542 0.         0.94085932 0.
 0.13440847 0.         0.26881695 0.         0.13440847 0.26881695
 0.26881695]"
